"","Date received","Product","Sub-product","Issue","Sub-issue","Consumer complaint narrative","Company public response","Company","State","ZIP code","Tags","Consumer consent provided?","Submitted via","Date sent to company","Company response to consumer","Timely response?","Consumer disputed?","Complaint ID"
"140",2013-07-30,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","MO","64048","Other","Other","Referral",2013-07-31,"Closed with explanation","Yes","No",470235
"141",2013-07-31,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","CA","95117","Other","Other","Postal mail",2013-08-05,"Closed with explanation","Yes","No",471037
"142",2013-07-30,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","SC","29212","Servicemember","Other","Referral",2013-07-31,"Closed with explanation","Yes","Yes",470298
"143",2013-07-31,"Debt collection","Other (i.e. phone, health club, etc.)","Improper contact or sharing of info","Contacted me after I asked not to","Other","Other","Total Recovery Solutions","TX","77551","Other","Other","Web",2013-08-16,"Closed with explanation","Yes","Yes",482436
"144",2013-07-31,"Credit card","Other","Billing disputes","Other","Other","Other","Bank of America","MT","59446","Other","Other","Phone",2013-08-02,"Closed with monetary relief","Yes","No",471048
"145",2013-07-31,"Credit reporting","Other","Incorrect information on credit report","Public record","Other","Other","Experian","AL","35124","Other","Other","Web",2013-07-31,"Closed with non-monetary relief","Yes","No",476098
"146",2013-07-30,"Mortgage","Other mortgage","Other","Other","Other","Other","Ditech Financial LLC","NH","3431","Other","Other","Referral",2013-08-02,"Closed with explanation","Yes","No",469980
"147",2013-07-31,"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Afni, Inc.","NY","14623","Other","Other","Postal mail",2013-07-31,"Closed with explanation","Yes","Yes",461803
"148",2013-07-31,"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","PA","19015","Other","Other","Web",2013-08-02,"Closed with explanation","Yes","No",473955
"149",2013-07-30,"Credit reporting","Other","Credit reporting company's investigation","No notice of investigation status/result","Other","Other","Experian","TX","76706","Other","Other","Web",2013-07-30,"Closed with explanation","Yes","No",470018
"150",2013-07-30,"Debt collection","Auto","Communication tactics","Frequent or repeated calls","Other","Other","Santander Consumer USA Holdings Inc","IL","62650","Servicemember","Other","Web",2013-07-30,"Closed with explanation","Yes","No",469982
"151",2013-07-30,"Consumer Loan","Vehicle loan","Managing the loan or lease","Other","Other","Other","BMW Financial Services","IL","60601","Other","Other","Web",2013-07-31,"Closed with explanation","Yes","No",469979
"152",2013-07-30,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","MD","20878","Other","Other","Referral",2013-07-31,"Closed","Yes","No",470507
"153",2013-07-30,"Credit card","Other","Closing/Cancelling account","Other","Other","Other","Wells Fargo & Company","CO","80520","Other","Other","Postal mail",2013-07-31,"Closed","Yes","No",470022
"154",2013-07-31,"Consumer Loan","Vehicle loan","Problems when you are unable to pay","Other","Other","Other","Credit Acceptance Corporation","AL","35124","Other","Other","Web",2013-08-05,"Closed with explanation","Yes","No",476099
"155",2013-07-30,"Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","TD Bank US Holding Company","NJ","7869","Other","Other","Phone",2013-07-31,"Closed with explanation","Yes","No",463412
"156",2013-07-31,"Bank account or service","Savings account","Account opening, closing, or management","Other","Other","Other","Wells Fargo & Company","CA","91214","Older American","Other","Web",2013-08-02,"Closed with explanation","Yes","No",471075
"157",2013-07-31,"Credit card","Other","Billing disputes","Other","Other","Other","JPMorgan Chase & Co.","MO","65203","Other","Other","Web",2013-08-02,"Closed with monetary relief","Yes","Yes",471067
"158",2013-07-31,"Bank account or service","Checking account","Problems caused by my funds being low","Other","Other","Other","TD Bank US Holding Company","NJ","8850","Other","Other","Web",2013-08-02,"Closed with explanation","Yes","No",471077
"159",2013-07-31,"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","CA","92610","Older American","Other","Web",2013-08-02,"Closed with explanation","Yes","No",463102
"160",2013-07-31,"Bank account or service","Other bank product/service","Using a debit or ATM card","Other","Other","Other","Synchrony Financial","NC","27705","Other","Other","Web",2013-08-06,"Closed with explanation","Yes","No",480956
"161",2013-07-31,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Experian","CT","6016","Other","Other","Postal mail",2013-08-12,"Closed with non-monetary relief","Yes","No",471082
"162",2013-07-31,"Student loan","Non-federal student loan","Repaying your loan","Repaying your loan","Other","Other","PNC Bank N.A.","MD","20667","Other","Other","Web",2013-08-05,"Closed with explanation","Yes","Yes",471100
"163",2013-07-30,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Carrington Mortgage Holdings, LLC.","CA","90808","Other","Other","Postal mail",2013-07-31,"Closed with non-monetary relief","Yes","No",468579
"164",2013-07-31,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Nationstar Mortgage","CA","95678","Other","Other","Postal mail",2013-08-02,"Closed with explanation","Yes","No",471127
"165",2013-07-31,"Credit card","Other","Billing disputes","Other","Other","Other","Citibank","PA","19002","Other","Other","Postal mail",2013-08-02,"Closed with monetary relief","Yes","No",471130
"166",2013-07-31,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Experian","GA","31024","Other","Other","Web",2013-07-31,"Closed with explanation","Yes","No",471132
"167",2013-07-31,"Bank account or service","Savings account","Account opening, closing, or management","Other","Other","Other","BB&T Financial","FL","33060","Other","Other","Referral",2013-08-02,"Closed with monetary relief","Yes","No",471336
"168",2013-07-30,"Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Synchrony Financial","KS","66062","Other","Other","Postal mail",2013-08-01,"Closed with explanation","Yes","No",470089
"169",2013-07-31,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bayview Loan Servicing, LLC","GA","30566","Other","Other","Web",2013-08-01,"Closed with explanation","Yes","Yes",471143
"170",2013-07-31,"Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","U.S. Bancorp","TX","75025","Other","Other","Web",2013-08-02,"Closed with explanation","Yes","No",471152
"171",2013-07-30,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","TransUnion Intermediate Holdings, Inc.","FL","32404","Servicemember","Other","Postal mail",2013-08-12,"Closed with explanation","Yes","No",475642
"172",2013-07-31,"Debt collection","I do not know","Improper contact or sharing of info","Contacted me after I asked not to","Other","Other","Platinum Holdings Group, LLC","CA","92504","Other","Other","Web",2013-08-16,"Closed with explanation","Yes","Yes",480974
"173",2013-07-31,"Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","Bank of America","MI","48240","Other","Other","Phone",2013-08-02,"Closed with explanation","Yes","No",471160
"174",2013-07-31,"Credit card","Other","Payoff process","Other","Other","Other","Citibank","ME","4005","Other","Other","Phone",2013-08-02,"Closed with explanation","Yes","No",471163
"175",2013-07-30,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","MD","21843","Older American","Other","Postal mail",2013-07-31,"Closed with explanation","Yes","No",470150
"176",2013-07-31,"Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","Equifax","CO","80917","Other","Other","Web",2013-07-31,"Closed with non-monetary relief","Yes","No",471166
"177",2013-07-31,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","33146","Other","Other","Referral",2013-08-05,"Closed with explanation","Yes","Yes",461071
"178",2013-07-31,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Seterus, Inc.","FL","33146","Other","Other","Referral",2013-08-02,"Closed with explanation","Yes","No",461072
"179",2013-07-31,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","FL","33146","Other","Other","Referral",2013-08-02,"Closed with explanation","Yes","No",461073
"180",2013-07-31,"Credit card","Other","Billing disputes","Other","Other","Other","Discover","HI","96813","Other","Other","Referral",2013-08-02,"Closed with explanation","Yes","Yes",471171
"181",2013-07-31,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","33993","Other","Other","Referral",2013-08-02,"Closed with explanation","Yes","No",471172
"182",2013-07-30,"Debt collection","Mortgage","Cont'd attempts collect debt not owed","Debt was discharged in bankruptcy","Other","Other","Bank of America","NV","89014","Older American","Other","Phone",2013-08-01,"Closed with explanation","Yes","No",469081
"183",2013-07-30,"Credit card","Other","Billing disputes","Other","Other","Other","Amex","NJ","7506","Other","Other","Referral",2013-07-31,"Closed with explanation","Yes","No",470373
"184",2013-07-30,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Bank of America","MA","2119","Other","Other","Referral",2013-07-31,"Closed with explanation","Yes","No",470365
"185",2013-07-31,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","GA","30349","Other","Other","Referral",2013-08-02,"Closed with explanation","Yes","No",475640
"186",2013-07-31,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","CA","91364","Other","Other","Referral",2013-08-02,"Closed with explanation","Yes","No",471327
"187",2013-07-31,"Mortgage","Other mortgage","Settlement process and costs","Other","Other","Other","Embrace Home Loans Inc","NC","27407","Other","Other","Referral",2013-08-02,"Closed with explanation","No","Other",471177
"188",2013-07-31,"Mortgage","Other mortgage","Other","Other","Other","Other","Bank of America","CO","80126","Other","Other","Referral",2013-08-05,"Closed with non-monetary relief","Yes","Yes",471179
"189",2013-07-31,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Regions Financial Corporation","Other","Other","Other","Other","Referral",2013-08-02,"Closed","Yes","Yes",471182
"190",2013-07-31,"Mortgage","Conventional fixed mortgage","Settlement process and costs","Other","Other","Other","Nationstar Mortgage","MD","20607","Other","Other","Web",2013-08-02,"Closed with explanation","Yes","No",471155
"191",2013-07-31,"Credit reporting","Other","Incorrect information on credit report","Account terms","Other","Other","TransUnion Intermediate Holdings, Inc.","CO","80917","Other","Other","Web",2013-07-31,"Closed with non-monetary relief","Yes","No",484759
"192",2013-07-30,"Credit reporting","Other","Unable to get credit report/credit score","Problem getting my free annual report","Other","Other","Experian","TX","76107","Other","Other","Web",2013-08-06,"Closed with non-monetary relief","Yes","No",470195
"193",2013-07-31,"Bank account or service","Checking account","Making/receiving payments, sending money","Other","Other","Other","Bank of America","NJ","7005","Other","Other","Referral",2013-08-05,"Closed with explanation","Yes","No",471197
